Unnamed: 0,Unnamed: 1,Avocado ID,Temperature,Humidity ,Pressure,Gas Resistance ,CO2,Day,Label,Time,BOX TYPE,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
,,20,27.4,85.6,1008.2,263.1,4304,11,6,288,1,,,,,,,,,,,,,,
,,13,32.1,84.5,1008.8,231.7,4712,11,6,294,1,,,,,,,,,,,,,,
,,14,31.6,84.8,1008.7,236.9,4639,11,6,294,1,,,,,,,,,,,,,,
,,15,32.0,85.0,1008.9,228.4,4786,11,6,294,1,,,,,,,,,,,,,,
,,16,31.5,84.6,1008.6,242.8,4574,11,6,294,1,,,,,,,,,,,,,,
,,17,32.3,85.1,1009.0,224.9,4862,11,6,294,1,,,,,,,,,,,,,,
,,18,31.2,84.4,1008.5,247.3,4496,11,6,294,1,,,,,,,,,,,,,,
,,19,31.9,84.9,1008.8,233.6,4695,11,6,294,1,,,,,,,,,,,,,,
,,20,31.7,84.7,1008.7,239.2,4610,11,6,294,1,,,,,,,,,,,,,,
,,13,30.7,83.6,1009.2,208.7,4956,11,6,300,1,,,,,,,,,,,,,,
,,14,30.3,83.9,1009.1,213.2,4908,11,6,300,1,,,,,,,,,,,,,,
,,15,30.6,84.1,1009.3,205.4,4988,11,6,300,1,,,,,,,,,,,,,,
,,16,30.2,83.7,1009.0,221.6,4789,11,6,300,1,,,,,,,,,,,,,,
,,17,30.9,84.2,1009.4,199.8,4995,11,6,300,1,,,,,,,,,,,,,,
,,18,29.9,83.5,1008.9,226.7,4723,11,6,300,1,,,,,,,,,,,,,,
,,19,30.4,83.9,1009.2,210.3,4931,11,6,300,1,,,,,,,,,,,,,,
,,20,30.3,83.8,1009.1,212.5,4916,11,6,300,1,,,,,,,,,,,,,,
,,13,29.1,83.4,1009.6,189.2,5000,11,6,306,1,,,,,,,,,,,,,,
,,14,28.5,83.1,1009.4,205.6,4962,11,6,306,1,,,,,,,,,,,,,,
,,15,29.0,83.5,1009.7,192.8,4993,11,6,306,1,,,,,,,,,,,,,,
,,16,28.7,82.9,1009.2,208.9,4947,11,6,306,1,,,,,,,,,,,,,,
,,17,29.2,83.6,1009.8,185.7,5000,11,6,306,1,,,,,,,,,,,,,,
,,18,28.4,82.8,1009.3,212.4,4921,11,6,306,1,,,,,,,,,,,,,,
,,19,28.8,83.3,1009.5,198.3,4981,11,6,306,1,,,,,,,,,,,,,,
,,20,28.9,83.4,1009.4,194.6,4990,11,6,306,1,,,,,,,,,,,,,,
,,13,27.9,85.3,1009.6,209.8,4475,12,6,312,1,,,,,,,,,,,,,,
,,14,27.5,85.7,1009.3,218.7,4594,12,6,312,1,,,,,,,,,,,,,,
,,15,28.0,86.0,1009.7,205.4,4682,12,6,312,1,,,,,,,,,,,,,,
,,16,27.6,85.4,1009.1,226.1,4428,12,6,312,1,,,,,,,,,,,,,,
,,18,27.3,85.2,1009.0,231.4,4389,12,6,312,1,,,,,,,,,,,,,,
,,19,27.8,85.8,1009.5,212.9,4558,12,6,312,1,,,,,,,,,,,,,,
,,20,27.6,85.6,1009.3,216.5,4496,12,6,318,1,,,,,,,,,,,,,,
,,13,32.0,84.4,1008.4,192.6,4892,12,6,318,1,,,,,,,,,,,,,,
,,14,31.5,84.7,1008.1,201.8,4786,12,6,318,1,,,,,,,,,,,,,,
,,15,31.9,85.0,1008.5,189.4,4925,12,6,318,1,,,,,,,,,,,,,,
,,16,31.3,84.5,1008.0,208.6,4701,12,6,318,1,,,,,,,,,,,,,,
,,18,31.1,84.3,1007.9,214.3,4667,12,6,318,1,,,,,,,,,,,,,,
,,19,31.7,84.8,1008.3,196.7,4841,12,6,318,1,,,,,,,,,,,,,,
,,20,31.4,84.6,1008.2,199.5,4803,12,6,318,1,,,,,,,,,,,,,,
,,13,30.6,83.5,1008.5,181.4,4978,12,6,324,1,,,,,,,,,,,,,,
,,14,30.2,83.8,1008.2,189.7,4910,12,6,324,1,,,,,,,,,,,,,,
,,15,30.5,84.0,1008.6,178.9,4992,12,6,324,1,,,,,,,,,,,,,,
,,16,30.1,83.6,1008.1,196.2,4827,12,6,324,1,,,,,,,,,,,,,,
,,18,29.9,83.4,1007.9,201.3,4784,12,6,324,1,,,,,,,,,,,,,,
,,19,30.4,83.8,1008.4,184.2,4945,12,6,324,1,,,,,,,,,,,,,,
,,20,30.3,83.7,1008.3,186.5,4932,12,6,324,1,,,,,,,,,,,,,,
,,13,29.1,83.4,1009.7,189.2,5000,12,6,330,1,,,,,,,,,,,,,,
,,14,28.5,83.1,1009.5,205.6,4962,12,6,330,1,,,,,,,,,,,,,,
,,15,29.0,83.5,1009.8,192.8,4993,12,6,330,1,,,,,,,,,,,,,,
,,16,28.7,82.9,1009.3,208.9,4947,12,6,330,1,,,,,,,,,,,,,,
,,18,28.4,82.8,1009.4,212.4,4921,12,6,330,1,,,,,,,,,,,,,,
,,19,28.8,83.3,1009.6,198.3,4981,12,6,330,1,,,,,,,,,,,,,,
,,20,28.9,83.4,1009.5,194.6,4990,12,6,330,1,,,,,,,,,,,,,,
,,13,28.0,86.9,1009.3,246.7,4052,13,6,336,1,,,,,,,,,,,,,,
,,14,27.7,87.8,1009.1,258.9,4244,13,6,336,1,,,,,,,,,,,,,,
,,15,28.2,86.5,1009.4,239.8,3968,13,6,336,1,,,,,,,,,,,,,,
,,18,27.6,88.3,1009.3,266.8,4382,13,6,336,1,,,,,,,,,,,,,,
,,19,28.1,86.7,1009.4,244.2,4015,13,6,336,1,,,,,,,,,,,,,,
,,20,27.8,87.4,1009.2,249.7,4098,13,6,336,1,,,,,,,,,,,,,,
,,13,31.6,77.2,1008.7,186.5,4018,13,6,342,1,,,,,,,,,,,,,,
,,14,30.9,78.1,1008.5,204.6,3875,13,6,342,1,,,,,,,,,,,,,,
,,15,31.3,77.6,1008.8,192.9,3952,13,6,342,1,,,,,,,,,,,,,,
,,18,30.8,78.9,1008.7,216.2,3795,13,6,342,1,,,,,,,,,,,,,,
,,19,31.5,77.3,1008.8,189.7,3983,13,6,342,1,,,,,,,,,,,,,,
,,20,31.2,77.9,1008.6,200.5,3911,13,6,342,1,,,,,,,,,,,,,,
,,13,30.9,78.7,1004.7,338.9,3920,13,6,348,1,,,,,,,,,,,,,,
,,14,29.7,80.4,1008.9,230.2,4219,13,6,348,1,,,,,,,,,,,,,,
,,15,30.0,79.6,1009.2,213.5,4090,13,6,348,1,,,,,,,,,,,,,,
,,18,29.6,80.7,1009.1,241.3,4386,13,6,348,1,,,,,,,,,,,,,,
,,19,30.3,79.2,1009.2,208.1,3998,13,6,348,1,,,,,,,,,,,,,,
,,20,29.8,79.9,1009.0,221.6,4067,13,6,348,1,,,,,,,,,,,,,,
,,13,28.6,85.0,1009.7,237.4,4102,13,6,354,1,,,,,,,,,,,,,,
,,14,27.9,86.6,1009.5,261.5,4445,13,6,354,1,,,,,,,,,,,,,,
,,15,28.5,85.3,1009.8,240.6,4180,13,6,354,1,,,,,,,,,,,,,,
,,18,27.8,86.9,1009.7,269.4,4492,13,6,354,1,,,,,,,,,,,,,,
,,19,28.6,85.2,1009.8,234.8,4063,13,6,354,1,,,,,,,,,,,,,,
,,20,28.3,85.7,1009.6,247.9,4236,13,6,354,1,,,,,,,,,,,,,,
